OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
5893,HAWTHORNE,Homicide,,4,2018
5894,HAWTHORNE,Larceny,14,4,2018
5895,HAWTHORNE,Rape,,4,2018
5896,HAWTHORNE,Robbery,2,4,2018
2369,HAWTHORNE,Aggravated Assault,3,11,2017
2370,HAWTHORNE,Arson,2,11,2017
2371,HAWTHORNE,Auto Theft,3,11,2017
2372,HAWTHORNE,Burglary,7,11,2017
2373,HAWTHORNE,Homicide,,11,2017
2374,HAWTHORNE,Larceny,19,11,2017
2375,HAWTHORNE,Rape,1,11,2017
2376,HAWTHORNE,Robbery,3,11,2017
8697,Hawthorne,Aggravated Assault,9,8,2018
8698,Hawthorne,Arson,0,8,2018
8699,Hawthorne,Auto Theft,7,8,2018
8700,Hawthorne,Burglary,2,8,2018
8701,Hawthorne,Homicide,0,8,2018
8702,Hawthorne,Larceny,14,8,2018
8703,Hawthorne,Rape,2,8,2018
8704,Hawthorne,Robbery,5,8,2018
1665,HAWTHORNE,Aggravated Assault,11,10,2017
1666,HAWTHORNE,Arson,,10,2017
1667,HAWTHORNE,Auto Theft,12,10,2017
1668,HAWTHORNE,Burglary,8,10,2017
1669,HAWTHORNE,Homicide,,10,2017
1670,HAWTHORNE,Larceny,23,10,2017
1671,HAWTHORNE,Rape,2,10,2017
1672,HAWTHORNE,Robbery,6,10,2017
7289,Hawthorne,Aggravated Assault,9,6,2018
7290,Hawthorne,Arson,1,6,2018
7291,Hawthorne,Auto Theft,5,6,2018
7292,Hawthorne,Burglary,5,6,2018
7293,Hawthorne,Homicide,0,6,2018
7294,Hawthorne,Larceny,17,6,2018
7295,Hawthorne,Rape,2,6,2018
7296,Hawthorne,Robbery,5,6,2018
7993,Hawthorne,Aggravated Assault,11,7,2018
7994,Hawthorne,Arson,1,7,2018
7995,Hawthorne,Auto Theft,10,7,2018
7996,Hawthorne,Burglary,5,7,2018
7997,Hawthorne,Homicide,0,7,2018
7998,Hawthorne,Larceny,12,7,2018
7999,Hawthorne,Rape,3,7,2018
8000,Hawthorne,Robbery,5,7,2018
6593,HAWTHORNE,Aggravated Assault,7,5,2018
6594,HAWTHORNE,Arson,,5,2018
6595,HAWTHORNE,Auto Theft,11,5,2018
6596,HAWTHORNE,Burglary,6,5,2018
6597,HAWTHORNE,Homicide,,5,2018
6598,HAWTHORNE,Larceny,12,5,2018
6599,HAWTHORNE,Rape,1,5,2018
6600,HAWTHORNE,Robbery,8,5,2018
3073,HAWTHORNE,Aggravated Assault,7,12,2017
3074,HAWTHORNE,Arson,1,12,2017
3075,HAWTHORNE,Auto Theft,9,12,2017
3076,HAWTHORNE,Burglary,5,12,2017
3077,HAWTHORNE,Homicide,,12,2017
3078,HAWTHORNE,Larceny,13,12,2017
3079,HAWTHORNE,Rape,2,12,2017
3080,HAWTHORNE,Robbery,5,12,2017
3777,HAWTHORNE,Aggravated Assault,4,1,2018
3778,HAWTHORNE,Arson,1,1,2018
3779,HAWTHORNE,Auto Theft,10,1,2018
3780,HAWTHORNE,Burglary,5,1,2018
3781,HAWTHORNE,Homicide,,1,2018
3782,HAWTHORNE,Larceny,16,1,2018
3783,HAWTHORNE,Rape,1,1,2018
3784,HAWTHORNE,Robbery,,1,2018
4481,HAWTHORNE,Aggravated Assault,3,2,2018
4482,HAWTHORNE,Arson,,2,2018
4483,HAWTHORNE,Auto Theft,6,2,2018
4484,HAWTHORNE,Burglary,2,2,2018
4485,HAWTHORNE,Homicide,,2,2018
4486,HAWTHORNE,Larceny,9,2,2018
4487,HAWTHORNE,Rape,3,2,2018
4488,HAWTHORNE,Robbery,5,2,2018
265,HIAWATHA,Aggravated Assault,0,8,2017
266,HIAWATHA,Arson,0,8,2017
267,HIAWATHA,Auto Theft,3,8,2017
268,HIAWATHA,Burglary,5,8,2017
269,HIAWATHA,Homicide,0,8,2017
270,HIAWATHA,Larceny,19,8,2017
271,HIAWATHA,Rape,0,8,2017
272,HIAWATHA,Robbery,2,8,2017
969,HIAWATHA,Aggravated Assault,1,9,2017
970,HIAWATHA,Arson,,9,2017
971,HIAWATHA,Auto Theft,3,9,2017
972,HIAWATHA,Burglary,5,9,2017
973,HIAWATHA,Homicide,,9,2017
974,HIAWATHA,Larceny,17,9,2017
975,HIAWATHA,Rape,,9,2017
976,HIAWATHA,Robbery,1,9,2017
5193,HIAWATHA,Aggravated Assault,,3,2018
5194,HIAWATHA,Arson,,3,2018
5195,HIAWATHA,Auto Theft,1,3,2018
5196,HIAWATHA,Burglary,4,3,2018
5197,HIAWATHA,Homicide,,3,2018
5198,HIAWATHA,Larceny,12,3,2018
5199,HIAWATHA,Rape,,3,2018
5200,HIAWATHA,Robbery,3,3,2018
5897,HIAWATHA,Aggravated Assault,1,4,2018
5898,HIAWATHA,Arson,,4,2018
5899,HIAWATHA,Auto Theft,,4,2018
5900,HIAWATHA,Burglary,3,4,2018
5901,HIAWATHA,Homicide,,4,2018
5902,HIAWATHA,Larceny,10,4,2018
5903,HIAWATHA,Rape,,4,2018
5904,HIAWATHA,Robbery,3,4,2018
2377,HIAWATHA,Aggravated Assault,1,11,2017
2378,HIAWATHA,Arson,,11,2017
2379,HIAWATHA,Auto Theft,1,11,2017
2380,HIAWATHA,Burglary,5,11,2017
2381,HIAWATHA,Homicide,,11,2017
2382,HIAWATHA,Larceny,9,11,2017
2383,HIAWATHA,Rape,,11,2017
2384,HIAWATHA,Robbery,1,11,2017
8001,Hiawatha,Aggravated Assault,1,7,2018
8002,Hiawatha,Arson,0,7,2018
8003,Hiawatha,Auto Theft,1,7,2018
8004,Hiawatha,Burglary,2,7,2018
8005,Hiawatha,Homicide,0,7,2018
8006,Hiawatha,Larceny,16,7,2018
8007,Hiawatha,Rape,0,7,2018
8008,Hiawatha,Robbery,4,7,2018
8705,Hiawatha,Aggravated Assault,2,8,2018
8706,Hiawatha,Arson,0,8,2018
8707,Hiawatha,Auto Theft,3,8,2018
8708,Hiawatha,Burglary,3,8,2018
8709,Hiawatha,Homicide,0,8,2018
8710,Hiawatha,Larceny,20,8,2018
8711,Hiawatha,Rape,1,8,2018
8712,Hiawatha,Robbery,1,8,2018
1673,HIAWATHA,Aggravated Assault,1,10,2017
1674,HIAWATHA,Arson,,10,2017
1675,HIAWATHA,Auto Theft,2,10,2017
1676,HIAWATHA,Burglary,2,10,2017
1677,HIAWATHA,Homicide,,10,2017
1678,HIAWATHA,Larceny,15,10,2017
1679,HIAWATHA,Rape,,10,2017
1680,HIAWATHA,Robbery,,10,2017
7297,Hiawatha,Aggravated Assault,1,6,2018
7298,Hiawatha,Arson,0,6,2018
7299,Hiawatha,Auto Theft,0,6,2018
7300,Hiawatha,Burglary,1,6,2018
7301,Hiawatha,Homicide,0,6,2018
7302,Hiawatha,Larceny,12,6,2018
7303,Hiawatha,Rape,0,6,2018
7304,Hiawatha,Robbery,2,6,2018
6601,HIAWATHA,Aggravated Assault,,5,2018
6602,HIAWATHA,Arson,,5,2018
6603,HIAWATHA,Auto Theft,,5,2018
6604,HIAWATHA,Burglary,4,5,2018
6605,HIAWATHA,Homicide,,5,2018
6606,HIAWATHA,Larceny,10,5,2018
6607,HIAWATHA,Rape,,5,2018
6608,HIAWATHA,Robbery,1,5,2018
3081,HIAWATHA,Aggravated Assault,,12,2017
3082,HIAWATHA,Arson,,12,2017
3083,HIAWATHA,Auto Theft,,12,2017
3084,HIAWATHA,Burglary,1,12,2017
3085,HIAWATHA,Homicide,,12,2017
3086,HIAWATHA,Larceny,8,12,2017
3087,HIAWATHA,Rape,,12,2017
3088,HIAWATHA,Robbery,,12,2017
3785,HIAWATHA,Aggravated Assault,,1,2018
3786,HIAWATHA,Arson,,1,2018
3787,HIAWATHA,Auto Theft,6,1,2018
3788,HIAWATHA,Burglary,2,1,2018
3789,HIAWATHA,Homicide,,1,2018
3790,HIAWATHA,Larceny,13,1,2018
3791,HIAWATHA,Rape,,1,2018
3792,HIAWATHA,Robbery,1,1,2018
4489,HIAWATHA,Aggravated Assault,,2,2018
4490,HIAWATHA,Arson,,2,2018
4491,HIAWATHA,Auto Theft,3,2,2018
4492,HIAWATHA,Burglary,4,2,2018
4493,HIAWATHA,Homicide,,2,2018
4494,HIAWATHA,Larceny,7,2,2018
4495,HIAWATHA,Rape,,2,2018
4496,HIAWATHA,Robbery,1,2,2018
273,HOLLAND,Aggravated Assault,1,8,2017
274,HOLLAND,Arson,0,8,2017
275,HOLLAND,Auto Theft,1,8,2017
276,HOLLAND,Burglary,4,8,2017
277,HOLLAND,Homicide,0,8,2017
278,HOLLAND,Larceny,5,8,2017
279,HOLLAND,Rape,0,8,2017
280,HOLLAND,Robbery,4,8,2017
977,HOLLAND,Aggravated Assault,,9,2017
978,HOLLAND,Arson,,9,2017
979,HOLLAND,Auto Theft,1,9,2017
980,HOLLAND,Burglary,5,9,2017
981,HOLLAND,Homicide,,9,2017
982,HOLLAND,Larceny,12,9,2017
983,HOLLAND,Rape,,9,2017
984,HOLLAND,Robbery,1,9,2017
5201,HOLLAND,Aggravated Assault,1,3,2018
5202,HOLLAND,Arson,,3,2018
5203,HOLLAND,Auto Theft,1,3,2018
5204,HOLLAND,Burglary,2,3,2018
5205,HOLLAND,Homicide,,3,2018
5206,HOLLAND,Larceny,3,3,2018
5207,HOLLAND,Rape,,3,2018
5208,HOLLAND,Robbery,4,3,2018
5905,HOLLAND,Aggravated Assault,2,4,2018
5906,HOLLAND,Arson,,4,2018
5907,HOLLAND,Auto Theft,,4,2018
5908,HOLLAND,Burglary,1,4,2018
5909,HOLLAND,Homicide,,4,2018
5910,HOLLAND,Larceny,3,4,2018
5911,HOLLAND,Rape,,4,2018
5912,HOLLAND,Robbery,1,4,2018
2385,HOLLAND,Aggravated Assault,2,11,2017
2386,HOLLAND,Arson,,11,2017
2387,HOLLAND,Auto Theft,2,11,2017
2388,HOLLAND,Burglary,4,11,2017
2389,HOLLAND,Homicide,,11,2017
2390,HOLLAND,Larceny,15,11,2017
2391,HOLLAND,Rape,2,11,2017
2392,HOLLAND,Robbery,2,11,2017
8009,Holland,Aggravated Assault,1,7,2018
8010,Holland,Arson,0,7,2018
8011,Holland,Auto Theft,2,7,2018
8012,Holland,Burglary,3,7,2018
8013,Holland,Homicide,0,7,2018
8014,Holland,Larceny,7,7,2018
8015,Holland,Rape,0,7,2018
8016,Holland,Robbery,0,7,2018
8713,Holland,Aggravated Assault,1,8,2018
8714,Holland,Arson,0,8,2018
8715,Holland,Auto Theft,4,8,2018
8716,Holland,Burglary,3,8,2018
8717,Holland,Homicide,0,8,2018
8718,Holland,Larceny,13,8,2018
8719,Holland,Rape,1,8,2018
8720,Holland,Robbery,2,8,2018
1681,HOLLAND,Aggravated Assault,,10,2017
1682,HOLLAND,Arson,,10,2017
1683,HOLLAND,Auto Theft,,10,2017
1684,HOLLAND,Burglary,7,10,2017
1685,HOLLAND,Homicide,,10,2017
1686,HOLLAND,Larceny,12,10,2017
1687,HOLLAND,Rape,,10,2017
1688,HOLLAND,Robbery,1,10,2017
7305,Holland,Aggravated Assault,2,6,2018
7306,Holland,Arson,0,6,2018
7307,Holland,Auto Theft,1,6,2018
7308,Holland,Burglary,1,6,2018
7309,Holland,Homicide,0,6,2018
7310,Holland,Larceny,6,6,2018
7311,Holland,Rape,0,6,2018
7312,Holland,Robbery,2,6,2018
6609,HOLLAND,Aggravated Assault,,5,2018
6610,HOLLAND,Arson,,5,2018
6611,HOLLAND,Auto Theft,1,5,2018
6612,HOLLAND,Burglary,4,5,2018
6613,HOLLAND,Homicide,,5,2018
6614,HOLLAND,Larceny,11,5,2018
6615,HOLLAND,Rape,,5,2018
6616,HOLLAND,Robbery,2,5,2018
3089,HOLLAND,Aggravated Assault,1,12,2017
3090,HOLLAND,Arson,,12,2017
3091,HOLLAND,Auto Theft,4,12,2017
3092,HOLLAND,Burglary,8,12,2017
3093,HOLLAND,Homicide,,12,2017
3094,HOLLAND,Larceny,8,12,2017
3095,HOLLAND,Rape,,12,2017
3096,HOLLAND,Robbery,2,12,2017
3793,HOLLAND,Aggravated Assault,3,1,2018
3794,HOLLAND,Arson,,1,2018
3795,HOLLAND,Auto Theft,5,1,2018
3796,HOLLAND,Burglary,9,1,2018
3797,HOLLAND,Homicide,,1,2018
3798,HOLLAND,Larceny,8,1,2018
3799,HOLLAND,Rape,3,1,2018
3800,HOLLAND,Robbery,3,1,2018
4497,HOLLAND,Aggravated Assault,,2,2018
4498,HOLLAND,Arson,,2,2018
4499,HOLLAND,Auto Theft,2,2,2018
4500,HOLLAND,Burglary,6,2,2018
4501,HOLLAND,Homicide,,2,2018
4502,HOLLAND,Larceny,8,2,2018
4503,HOLLAND,Rape,1,2,2018
4504,HOLLAND,Robbery,7,2,2018
281,HOWE,Aggravated Assault,1,8,2017
282,HOWE,Arson,0,8,2017
283,HOWE,Auto Theft,4,8,2017
284,HOWE,Burglary,5,8,2017
285,HOWE,Homicide,0,8,2017
286,HOWE,Larceny,8,8,2017
287,HOWE,Rape,0,8,2017
288,HOWE,Robbery,0,8,2017
985,HOWE,Aggravated Assault,3,9,2017
986,HOWE,Arson,,9,2017
987,HOWE,Auto Theft,4,9,2017
988,HOWE,Burglary,10,9,2017
989,HOWE,Homicide,,9,2017
990,HOWE,Larceny,12,9,2017
991,HOWE,Rape,,9,2017
992,HOWE,Robbery,1,9,2017
5209,HOWE,Aggravated Assault,1,3,2018
5210,HOWE,Arson,,3,2018
5211,HOWE,Auto Theft,1,3,2018
5212,HOWE,Burglary,1,3,2018
5213,HOWE,Homicide,,3,2018
5214,HOWE,Larceny,9,3,2018
5215,HOWE,Rape,1,3,2018
5216,HOWE,Robbery,,3,2018
5913,HOWE,Aggravated Assault,3,4,2018
5914,HOWE,Arson,,4,2018
5915,HOWE,Auto Theft,4,4,2018
5916,HOWE,Burglary,7,4,2018
5917,HOWE,Homicide,,4,2018
5918,HOWE,Larceny,3,4,2018
5919,HOWE,Rape,,4,2018
5920,HOWE,Robbery,2,4,2018
2393,HOWE,Aggravated Assault,1,11,2017
2394,HOWE,Arson,,11,2017
2395,HOWE,Auto Theft,2,11,2017
2396,HOWE,Burglary,5,11,2017
2397,HOWE,Homicide,,11,2017
2398,HOWE,Larceny,19,11,2017
2399,HOWE,Rape,,11,2017
2400,HOWE,Robbery,,11,2017
8017,Howe,Aggravated Assault,3,7,2018
8018,Howe,Arson,0,7,2018
8019,Howe,Auto Theft,3,7,2018
8020,Howe,Burglary,3,7,2018
8021,Howe,Homicide,0,7,2018
8022,Howe,Larceny,15,7,2018
8023,Howe,Rape,0,7,2018
8024,Howe,Robbery,0,7,2018
8721,Howe,Aggravated Assault,2,8,2018
8722,Howe,Arson,0,8,2018
8723,Howe,Auto Theft,1,8,2018
8724,Howe,Burglary,6,8,2018
8725,Howe,Homicide,0,8,2018
8726,Howe,Larceny,7,8,2018
8727,Howe,Rape,0,8,2018
8728,Howe,Robbery,1,8,2018
1689,HOWE,Aggravated Assault,0,10,2017
1690,HOWE,Arson,,10,2017
1691,HOWE,Auto Theft,2,10,2017
1692,HOWE,Burglary,8,10,2017
1693,HOWE,Homicide,,10,2017
1694,HOWE,Larceny,23,10,2017
1695,HOWE,Rape,,10,2017
1696,HOWE,Robbery,1,10,2017
7313,Howe,Aggravated Assault,1,6,2018
7314,Howe,Arson,0,6,2018
7315,Howe,Auto Theft,3,6,2018
7316,Howe,Burglary,1,6,2018
7317,Howe,Homicide,0,6,2018
7318,Howe,Larceny,13,6,2018
7319,Howe,Rape,0,6,2018
7320,Howe,Robbery,0,6,2018
6617,HOWE,Aggravated Assault,,5,2018
6618,HOWE,Arson,,5,2018
6619,HOWE,Auto Theft,,5,2018
6620,HOWE,Burglary,2,5,2018
6621,HOWE,Homicide,,5,2018
6622,HOWE,Larceny,9,5,2018
6623,HOWE,Rape,,5,2018
6624,HOWE,Robbery,,5,2018
3097,HOWE,Aggravated Assault,1,12,2017
3098,HOWE,Arson,,12,2017
3099,HOWE,Auto Theft,3,12,2017
3100,HOWE,Burglary,4,12,2017
3101,HOWE,Homicide,,12,2017
3102,HOWE,Larceny,8,12,2017
3103,HOWE,Rape,,12,2017
3104,HOWE,Robbery,1,12,2017
3801,HOWE,Aggravated Assault,,1,2018
3802,HOWE,Arson,,1,2018
3803,HOWE,Auto Theft,3,1,2018
3804,HOWE,Burglary,1,1,2018
3805,HOWE,Homicide,,1,2018
3806,HOWE,Larceny,10,1,2018
3807,HOWE,Rape,,1,2018
3808,HOWE,Robbery,,1,2018
4505,HOWE,Aggravated Assault,1,2,2018
4506,HOWE,Arson,,2,2018
4507,HOWE,Auto Theft,,2,2018
4508,HOWE,Burglary,1,2,2018
4509,HOWE,Homicide,,2,2018
4510,HOWE,Larceny,9,2,2018
4511,HOWE,Rape,,2,2018
4512,HOWE,Robbery,,2,2018
289,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,0,8,2017
290,HUMBOLDT INDUSTRIAL AREA,Arson,0,8,2017
291,HUMBOLDT INDUSTRIAL AREA,Auto Theft,0,8,2017
292,HUMBOLDT INDUSTRIAL AREA,Burglary,0,8,2017
293,HUMBOLDT INDUSTRIAL AREA,Homicide,0,8,2017
294,HUMBOLDT INDUSTRIAL AREA,Larceny,0,8,2017
295,HUMBOLDT INDUSTRIAL AREA,Rape,0,8,2017
296,HUMBOLDT INDUSTRIAL AREA,Robbery,0,8,2017
993,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,9,2017
994,HUMBOLDT INDUSTRIAL AREA,Arson,,9,2017
995,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,9,2017
996,HUMBOLDT INDUSTRIAL AREA,Burglary,,9,2017
997,HUMBOLDT INDUSTRIAL AREA,Homicide,,9,2017
998,HUMBOLDT INDUSTRIAL AREA,Larceny,,9,2017
999,HUMBOLDT INDUSTRIAL AREA,Rape,,9,2017
1000,HUMBOLDT INDUSTRIAL AREA,Robbery,,9,2017
5217,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,3,2018
5218,HUMBOLDT INDUSTRIAL AREA,Arson,,3,2018
5219,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,3,2018
5220,HUMBOLDT INDUSTRIAL AREA,Burglary,,3,2018
5221,HUMBOLDT INDUSTRIAL AREA,Homicide,,3,2018
5222,HUMBOLDT INDUSTRIAL AREA,Larceny,,3,2018
5223,HUMBOLDT INDUSTRIAL AREA,Rape,,3,2018
5224,HUMBOLDT INDUSTRIAL AREA,Robbery,,3,2018
5921,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,4,2018
5922,HUMBOLDT INDUSTRIAL AREA,Arson,,4,2018
5923,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,4,2018
5924,HUMBOLDT INDUSTRIAL AREA,Burglary,,4,2018
5925,HUMBOLDT INDUSTRIAL AREA,Homicide,,4,2018
5926,HUMBOLDT INDUSTRIAL AREA,Larceny,,4,2018
5927,HUMBOLDT INDUSTRIAL AREA,Rape,,4,2018
5928,HUMBOLDT INDUSTRIAL AREA,Robbery,,4,2018
2401,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,11,2017
2402,HUMBOLDT INDUSTRIAL AREA,Arson,,11,2017
2403,HUMBOLDT INDUSTRIAL AREA,Auto Theft,1,11,2017
2404,HUMBOLDT INDUSTRIAL AREA,Burglary,,11,2017
2405,HUMBOLDT INDUSTRIAL AREA,Homicide,,11,2017
2406,HUMBOLDT INDUSTRIAL AREA,Larceny,1,11,2017
2407,HUMBOLDT INDUSTRIAL AREA,Rape,,11,2017
2408,HUMBOLDT INDUSTRIAL AREA,Robbery,,11,2017
8025,Humboldt Industrial Area,Aggravated Assault,0,7,2018
8026,Humboldt Industrial Area,Arson,0,7,2018
8027,Humboldt Industrial Area,Auto Theft,0,7,2018
8028,Humboldt Industrial Area,Burglary,0,7,2018
8029,Humboldt Industrial Area,Homicide,0,7,2018
8030,Humboldt Industrial Area,Larceny,1,7,2018
8031,Humboldt Industrial Area,Rape,0,7,2018
8032,Humboldt Industrial Area,Robbery,0,7,2018
8729,Humboldt Industrial Area,Aggravated Assault,0,8,2018
8730,Humboldt Industrial Area,Arson,0,8,2018
8731,Humboldt Industrial Area,Auto Theft,0,8,2018
8732,Humboldt Industrial Area,Burglary,0,8,2018
8733,Humboldt Industrial Area,Homicide,0,8,2018
8734,Humboldt Industrial Area,Larceny,0,8,2018
8735,Humboldt Industrial Area,Rape,0,8,2018
8736,Humboldt Industrial Area,Robbery,0,8,2018
1697,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,10,2017
1698,HUMBOLDT INDUSTRIAL AREA,Arson,,10,2017
1699,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,10,2017
1700,HUMBOLDT INDUSTRIAL AREA,Burglary,,10,2017
1701,HUMBOLDT INDUSTRIAL AREA,Homicide,,10,2017
1702,HUMBOLDT INDUSTRIAL AREA,Larceny,,10,2017
1703,HUMBOLDT INDUSTRIAL AREA,Rape,,10,2017
1704,HUMBOLDT INDUSTRIAL AREA,Robbery,,10,2017
7321,Humboldt Industrial Area,Aggravated Assault,0,6,2018
7322,Humboldt Industrial Area,Arson,0,6,2018
7323,Humboldt Industrial Area,Auto Theft,0,6,2018
7324,Humboldt Industrial Area,Burglary,1,6,2018
7325,Humboldt Industrial Area,Homicide,0,6,2018
7326,Humboldt Industrial Area,Larceny,0,6,2018
7327,Humboldt Industrial Area,Rape,0,6,2018
7328,Humboldt Industrial Area,Robbery,0,6,2018
6625,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,5,2018
6626,HUMBOLDT INDUSTRIAL AREA,Arson,,5,2018
6627,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,5,2018
6628,HUMBOLDT INDUSTRIAL AREA,Burglary,1,5,2018
6629,HUMBOLDT INDUSTRIAL AREA,Homicide,,5,2018
6630,HUMBOLDT INDUSTRIAL AREA,Larceny,,5,2018
6631,HUMBOLDT INDUSTRIAL AREA,Rape,,5,2018
6632,HUMBOLDT INDUSTRIAL AREA,Robbery,,5,2018
3105,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,12,2017
3106,HUMBOLDT INDUSTRIAL AREA,Arson,,12,2017
3107,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,12,2017
3108,HUMBOLDT INDUSTRIAL AREA,Burglary,,12,2017
3109,HUMBOLDT INDUSTRIAL AREA,Homicide,,12,2017
3110,HUMBOLDT INDUSTRIAL AREA,Larceny,,12,2017
3111,HUMBOLDT INDUSTRIAL AREA,Rape,,12,2017
3112,HUMBOLDT INDUSTRIAL AREA,Robbery,,12,2017
3809,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,1,2018
3810,HUMBOLDT INDUSTRIAL AREA,Arson,,1,2018
3811,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,1,2018
3812,HUMBOLDT INDUSTRIAL AREA,Burglary,,1,2018
3813,HUMBOLDT INDUSTRIAL AREA,Homicide,,1,2018
3814,HUMBOLDT INDUSTRIAL AREA,Larceny,,1,2018
3815,HUMBOLDT INDUSTRIAL AREA,Rape,,1,2018
3816,HUMBOLDT INDUSTRIAL AREA,Robbery,,1,2018
4513,HUMBOLDT INDUSTRIAL AREA,Aggravated Assault,,2,2018
4514,HUMBOLDT INDUSTRIAL AREA,Arson,,2,2018
4515,HUMBOLDT INDUSTRIAL AREA,Auto Theft,,2,2018
4516,HUMBOLDT INDUSTRIAL AREA,Burglary,,2,2018
4517,HUMBOLDT INDUSTRIAL AREA,Homicide,,2,2018
4518,HUMBOLDT INDUSTRIAL AREA,Larceny,,2,2018
4519,HUMBOLDT INDUSTRIAL AREA,Rape,,2,2018
4520,HUMBOLDT INDUSTRIAL AREA,Robbery,,2,2018
297,JORDAN,Aggravated Assault,14,8,2017
298,JORDAN,Arson,3,8,2017
299,JORDAN,Auto Theft,9,8,2017
300,JORDAN,Burglary,10,8,2017
301,JORDAN,Homicide,0,8,2017
302,JORDAN,Larceny,28,8,2017
303,JORDAN,Rape,1,8,2017
304,JORDAN,Robbery,8,8,2017
5225,JORDAN,Aggravated Assault,7,3,2018
5226,JORDAN,Arson,3,3,2018
5227,JORDAN,Auto Theft,11,3,2018
5228,JORDAN,Burglary,8,3,2018
5229,JORDAN,Homicide,,3,2018
5230,JORDAN,Larceny,16,3,2018
5231,JORDAN,Rape,2,3,2018
5232,JORDAN,Robbery,3,3,2018
5929,JORDAN,Aggravated Assault,13,4,2018
5930,JORDAN,Arson,,4,2018
5931,JORDAN,Auto Theft,7,4,2018
5932,JORDAN,Burglary,5,4,2018
5933,JORDAN,Homicide,,4,2018
5934,JORDAN,Larceny,14,4,2018
5935,JORDAN,Rape,1,4,2018
5936,JORDAN,Robbery,3,4,2018
2409,JORDAN,Aggravated Assault,25,11,2017
2410,JORDAN,Arson,2,11,2017
2411,JORDAN,Auto Theft,8,11,2017
2412,JORDAN,Burglary,9,11,2017
2413,JORDAN,Homicide,,11,2017
2414,JORDAN,Larceny,28,11,2017
2415,JORDAN,Rape,1,11,2017
2416,JORDAN,Robbery,14,11,2017
8033,Jordan,Aggravated Assault,12,7,2018
8034,Jordan,Arson,2,7,2018
8035,Jordan,Auto Theft,6,7,2018
8036,Jordan,Burglary,5,7,2018
8037,Jordan,Homicide,0,7,2018
8038,Jordan,Larceny,13,7,2018
8039,Jordan,Rape,1,7,2018
8040,Jordan,Robbery,3,7,2018
8737,Jordan,Aggravated Assault,9,8,2018
8738,Jordan,Arson,1,8,2018
8739,Jordan,Auto Theft,4,8,2018
8740,Jordan,Burglary,6,8,2018
8741,Jordan,Homicide,0,8,2018
8742,Jordan,Larceny,20,8,2018
8743,Jordan,Rape,1,8,2018
8744,Jordan,Robbery,3,8,2018
1001,JORDAN,Aggravated Assault,9,9,2017
1002,JORDAN,Arson,1,9,2017
1003,JORDAN,Auto Theft,11,9,2017
1004,JORDAN,Burglary,6,9,2017
1005,JORDAN,Homicide,,9,2017
1006,JORDAN,Larceny,25,9,2017
1007,JORDAN,Rape,2,9,2017
1008,JORDAN,Robbery,7,9,2017
1705,JORDAN,Aggravated Assault,12,10,2017
1706,JORDAN,Arson,,10,2017
1707,JORDAN,Auto Theft,9,10,2017
1708,JORDAN,Burglary,12,10,2017
1709,JORDAN,Homicide,,10,2017
1710,JORDAN,Larceny,22,10,2017
1711,JORDAN,Rape,1,10,2017
1712,JORDAN,Robbery,9,10,2017
7329,Jordan,Aggravated Assault,6,6,2018
7330,Jordan,Arson,2,6,2018
7331,Jordan,Auto Theft,5,6,2018
7332,Jordan,Burglary,6,6,2018
7333,Jordan,Homicide,1,6,2018
7334,Jordan,Larceny,19,6,2018
7335,Jordan,Rape,1,6,2018
7336,Jordan,Robbery,4,6,2018
6633,JORDAN,Aggravated Assault,10,5,2018
6634,JORDAN,Arson,,5,2018
6635,JORDAN,Auto Theft,5,5,2018
6636,JORDAN,Burglary,6,5,2018
6637,JORDAN,Homicide,,5,2018
6638,JORDAN,Larceny,19,5,2018
6639,JORDAN,Rape,4,5,2018
6640,JORDAN,Robbery,5,5,2018
3113,JORDAN,Aggravated Assault,3,12,2017
3114,JORDAN,Arson,,12,2017
3115,JORDAN,Auto Theft,7,12,2017
3116,JORDAN,Burglary,8,12,2017
3117,JORDAN,Homicide,,12,2017
3118,JORDAN,Larceny,30,12,2017
3119,JORDAN,Rape,5,12,2017
3120,JORDAN,Robbery,7,12,2017
3817,JORDAN,Aggravated Assault,12,1,2018
3818,JORDAN,Arson,1,1,2018
3819,JORDAN,Auto Theft,9,1,2018
3820,JORDAN,Burglary,9,1,2018
3821,JORDAN,Homicide,1,1,2018
3822,JORDAN,Larceny,14,1,2018
3823,JORDAN,Rape,1,1,2018
3824,JORDAN,Robbery,6,1,2018
