OBJECTID,neighborhood,ucrDescription,number,reportMonth,reportYear
2532,MARSHALL TERRACE,Burglary,7,11,2017
2533,MARSHALL TERRACE,Homicide,,11,2017
2534,MARSHALL TERRACE,Larceny,2,11,2017
2535,MARSHALL TERRACE,Rape,,11,2017
2536,MARSHALL TERRACE,Robbery,,11,2017
8153,Marshall Terrace,Aggravated Assault,0,7,2018
8154,Marshall Terrace,Arson,0,7,2018
8155,Marshall Terrace,Auto Theft,1,7,2018
8156,Marshall Terrace,Burglary,3,7,2018
8157,Marshall Terrace,Homicide,0,7,2018
8158,Marshall Terrace,Larceny,2,7,2018
8159,Marshall Terrace,Rape,1,7,2018
8160,Marshall Terrace,Robbery,0,7,2018
8857,Marshall Terrace,Aggravated Assault,0,8,2018
8858,Marshall Terrace,Arson,0,8,2018
8859,Marshall Terrace,Auto Theft,0,8,2018
8860,Marshall Terrace,Burglary,1,8,2018
8861,Marshall Terrace,Homicide,0,8,2018
8862,Marshall Terrace,Larceny,4,8,2018
8863,Marshall Terrace,Rape,0,8,2018
8864,Marshall Terrace,Robbery,0,8,2018
1121,MARSHALL TERRACE,Aggravated Assault,,9,2017
1122,MARSHALL TERRACE,Arson,,9,2017
1123,MARSHALL TERRACE,Auto Theft,2,9,2017
1124,MARSHALL TERRACE,Burglary,,9,2017
1125,MARSHALL TERRACE,Homicide,,9,2017
1126,MARSHALL TERRACE,Larceny,5,9,2017
1127,MARSHALL TERRACE,Rape,,9,2017
1128,MARSHALL TERRACE,Robbery,,9,2017
1825,MARSHALL TERRACE,Aggravated Assault,,10,2017
1826,MARSHALL TERRACE,Arson,,10,2017
1827,MARSHALL TERRACE,Auto Theft,,10,2017
1828,MARSHALL TERRACE,Burglary,,10,2017
1829,MARSHALL TERRACE,Homicide,,10,2017
1830,MARSHALL TERRACE,Larceny,2,10,2017
1831,MARSHALL TERRACE,Rape,,10,2017
1832,MARSHALL TERRACE,Robbery,,10,2017
7449,Marshall Terrace,Aggravated Assault,0,6,2018
7450,Marshall Terrace,Arson,0,6,2018
7451,Marshall Terrace,Auto Theft,0,6,2018
7452,Marshall Terrace,Burglary,0,6,2018
7453,Marshall Terrace,Homicide,0,6,2018
7454,Marshall Terrace,Larceny,7,6,2018
7455,Marshall Terrace,Rape,0,6,2018
7456,Marshall Terrace,Robbery,0,6,2018
6049,MARSHALL TERRACE,Aggravated Assault,,4,2018
6050,MARSHALL TERRACE,Arson,,4,2018
6051,MARSHALL TERRACE,Auto Theft,1,4,2018
6052,MARSHALL TERRACE,Burglary,3,4,2018
6053,MARSHALL TERRACE,Homicide,,4,2018
6054,MARSHALL TERRACE,Larceny,1,4,2018
6055,MARSHALL TERRACE,Rape,,4,2018
6056,MARSHALL TERRACE,Robbery,,4,2018
6753,MARSHALL TERRACE,Aggravated Assault,2,5,2018
6754,MARSHALL TERRACE,Arson,,5,2018
6755,MARSHALL TERRACE,Auto Theft,1,5,2018
6756,MARSHALL TERRACE,Burglary,,5,2018
6757,MARSHALL TERRACE,Homicide,,5,2018
6758,MARSHALL TERRACE,Larceny,1,5,2018
6759,MARSHALL TERRACE,Rape,,5,2018
6760,MARSHALL TERRACE,Robbery,,5,2018
3233,MARSHALL TERRACE,Aggravated Assault,,12,2017
3234,MARSHALL TERRACE,Arson,,12,2017
3235,MARSHALL TERRACE,Auto Theft,,12,2017
3236,MARSHALL TERRACE,Burglary,2,12,2017
3237,MARSHALL TERRACE,Homicide,,12,2017
3238,MARSHALL TERRACE,Larceny,3,12,2017
3239,MARSHALL TERRACE,Rape,,12,2017
3240,MARSHALL TERRACE,Robbery,1,12,2017
3937,MARSHALL TERRACE,Aggravated Assault,,1,2018
3938,MARSHALL TERRACE,Arson,,1,2018
3939,MARSHALL TERRACE,Auto Theft,1,1,2018
3940,MARSHALL TERRACE,Burglary,,1,2018
3941,MARSHALL TERRACE,Homicide,,1,2018
3942,MARSHALL TERRACE,Larceny,9,1,2018
3943,MARSHALL TERRACE,Rape,,1,2018
3944,MARSHALL TERRACE,Robbery,,1,2018
4641,MARSHALL TERRACE,Aggravated Assault,1,2,2018
4642,MARSHALL TERRACE,Arson,,2,2018
4643,MARSHALL TERRACE,Auto Theft,2,2,2018
4644,MARSHALL TERRACE,Burglary,,2,2018
4645,MARSHALL TERRACE,Homicide,,2,2018
4646,MARSHALL TERRACE,Larceny,1,2,2018
4647,MARSHALL TERRACE,Rape,,2,2018
4648,MARSHALL TERRACE,Robbery,,2,2018
425,MCKINLEY,Aggravated Assault,3,8,2017
426,MCKINLEY,Arson,0,8,2017
427,MCKINLEY,Auto Theft,3,8,2017
428,MCKINLEY,Burglary,6,8,2017
429,MCKINLEY,Homicide,0,8,2017
430,MCKINLEY,Larceny,6,8,2017
431,MCKINLEY,Rape,0,8,2017
432,MCKINLEY,Robbery,0,8,2017
5353,MCKINLEY,Aggravated Assault,2,3,2018
5354,MCKINLEY,Arson,,3,2018
5355,MCKINLEY,Auto Theft,1,3,2018
5356,MCKINLEY,Burglary,1,3,2018
5357,MCKINLEY,Homicide,,3,2018
5358,MCKINLEY,Larceny,3,3,2018
5359,MCKINLEY,Rape,1,3,2018
5360,MCKINLEY,Robbery,1,3,2018
2537,MCKINLEY,Aggravated Assault,4,11,2017
2538,MCKINLEY,Arson,,11,2017
2539,MCKINLEY,Auto Theft,1,11,2017
2540,MCKINLEY,Burglary,4,11,2017
2541,MCKINLEY,Homicide,,11,2017
2542,MCKINLEY,Larceny,7,11,2017
2543,MCKINLEY,Rape,,11,2017
2544,MCKINLEY,Robbery,2,11,2017
8161,McKinley,Aggravated Assault,2,7,2018
8162,McKinley,Arson,1,7,2018
8163,McKinley,Auto Theft,4,7,2018
8164,McKinley,Burglary,1,7,2018
8165,McKinley,Homicide,0,7,2018
8166,McKinley,Larceny,2,7,2018
8167,McKinley,Rape,0,7,2018
8168,McKinley,Robbery,0,7,2018
8865,McKinley,Aggravated Assault,3,8,2018
8866,McKinley,Arson,0,8,2018
8867,McKinley,Auto Theft,1,8,2018
8868,McKinley,Burglary,2,8,2018
8869,McKinley,Homicide,0,8,2018
8870,McKinley,Larceny,4,8,2018
8871,McKinley,Rape,0,8,2018
8872,McKinley,Robbery,2,8,2018
1129,MCKINLEY,Aggravated Assault,4,9,2017
1130,MCKINLEY,Arson,2,9,2017
1131,MCKINLEY,Auto Theft,2,9,2017
1132,MCKINLEY,Burglary,7,9,2017
1133,MCKINLEY,Homicide,,9,2017
1134,MCKINLEY,Larceny,6,9,2017
1135,MCKINLEY,Rape,,9,2017
1136,MCKINLEY,Robbery,2,9,2017
1833,MCKINLEY,Aggravated Assault,6,10,2017
1834,MCKINLEY,Arson,,10,2017
1835,MCKINLEY,Auto Theft,2,10,2017
1836,MCKINLEY,Burglary,8,10,2017
1837,MCKINLEY,Homicide,,10,2017
1838,MCKINLEY,Larceny,4,10,2017
1839,MCKINLEY,Rape,,10,2017
1840,MCKINLEY,Robbery,2,10,2017
7457,McKinley,Aggravated Assault,5,6,2018
7458,McKinley,Arson,0,6,2018
7459,McKinley,Auto Theft,0,6,2018
7460,McKinley,Burglary,9,6,2018
7461,McKinley,Homicide,0,6,2018
7462,McKinley,Larceny,4,6,2018
7463,McKinley,Rape,1,6,2018
7464,McKinley,Robbery,0,6,2018
6057,MCKINLEY,Aggravated Assault,2,4,2018
6058,MCKINLEY,Arson,,4,2018
6059,MCKINLEY,Auto Theft,3,4,2018
6060,MCKINLEY,Burglary,1,4,2018
6061,MCKINLEY,Homicide,,4,2018
6062,MCKINLEY,Larceny,5,4,2018
6063,MCKINLEY,Rape,,4,2018
6064,MCKINLEY,Robbery,1,4,2018
6761,MCKINLEY,Aggravated Assault,4,5,2018
6762,MCKINLEY,Arson,1,5,2018
6763,MCKINLEY,Auto Theft,1,5,2018
6764,MCKINLEY,Burglary,4,5,2018
6765,MCKINLEY,Homicide,,5,2018
6766,MCKINLEY,Larceny,2,5,2018
6767,MCKINLEY,Rape,,5,2018
6768,MCKINLEY,Robbery,1,5,2018
3241,MCKINLEY,Aggravated Assault,2,12,2017
3242,MCKINLEY,Arson,1,12,2017
3243,MCKINLEY,Auto Theft,2,12,2017
3244,MCKINLEY,Burglary,2,12,2017
3245,MCKINLEY,Homicide,,12,2017
3246,MCKINLEY,Larceny,5,12,2017
3247,MCKINLEY,Rape,,12,2017
3248,MCKINLEY,Robbery,4,12,2017
3945,MCKINLEY,Aggravated Assault,4,1,2018
3946,MCKINLEY,Arson,,1,2018
3947,MCKINLEY,Auto Theft,10,1,2018
3948,MCKINLEY,Burglary,3,1,2018
3949,MCKINLEY,Homicide,,1,2018
3950,MCKINLEY,Larceny,4,1,2018
3951,MCKINLEY,Rape,,1,2018
3952,MCKINLEY,Robbery,1,1,2018
4649,MCKINLEY,Aggravated Assault,2,2,2018
4650,MCKINLEY,Arson,,2,2018
4651,MCKINLEY,Auto Theft,5,2,2018
4652,MCKINLEY,Burglary,1,2,2018
4653,MCKINLEY,Homicide,1,2,2018
4654,MCKINLEY,Larceny,6,2,2018
4655,MCKINLEY,Rape,,2,2018
4656,MCKINLEY,Robbery,1,2,2018
433,MID - CITY INDUSTRIAL,Aggravated Assault,0,8,2017
434,MID - CITY INDUSTRIAL,Arson,0,8,2017
435,MID - CITY INDUSTRIAL,Auto Theft,0,8,2017
436,MID - CITY INDUSTRIAL,Burglary,6,8,2017
437,MID - CITY INDUSTRIAL,Homicide,0,8,2017
438,MID - CITY INDUSTRIAL,Larceny,3,8,2017
439,MID - CITY INDUSTRIAL,Rape,0,8,2017
440,MID - CITY INDUSTRIAL,Robbery,0,8,2017
5361,MID - CITY INDUSTRIAL,Aggravated Assault,,3,2018
5362,MID - CITY INDUSTRIAL,Arson,,3,2018
5363,MID - CITY INDUSTRIAL,Auto Theft,,3,2018
5364,MID - CITY INDUSTRIAL,Burglary,,3,2018
5365,MID - CITY INDUSTRIAL,Homicide,,3,2018
5366,MID - CITY INDUSTRIAL,Larceny,9,3,2018
5367,MID - CITY INDUSTRIAL,Rape,,3,2018
5368,MID - CITY INDUSTRIAL,Robbery,,3,2018
2545,MID - CITY INDUSTRIAL,Aggravated Assault,,11,2017
2546,MID - CITY INDUSTRIAL,Arson,,11,2017
2547,MID - CITY INDUSTRIAL,Auto Theft,1,11,2017
2548,MID - CITY INDUSTRIAL,Burglary,1,11,2017
2549,MID - CITY INDUSTRIAL,Homicide,,11,2017
2550,MID - CITY INDUSTRIAL,Larceny,5,11,2017
2551,MID - CITY INDUSTRIAL,Rape,,11,2017
2552,MID - CITY INDUSTRIAL,Robbery,,11,2017
8169,Mid - City Industrial,Aggravated Assault,0,7,2018
8170,Mid - City Industrial,Arson,0,7,2018
8171,Mid - City Industrial,Auto Theft,1,7,2018
8172,Mid - City Industrial,Burglary,3,7,2018
8173,Mid - City Industrial,Homicide,0,7,2018
8174,Mid - City Industrial,Larceny,6,7,2018
8175,Mid - City Industrial,Rape,0,7,2018
8176,Mid - City Industrial,Robbery,0,7,2018
8873,Mid - City Industrial,Aggravated Assault,0,8,2018
8874,Mid - City Industrial,Arson,0,8,2018
8875,Mid - City Industrial,Auto Theft,0,8,2018
8876,Mid - City Industrial,Burglary,1,8,2018
8877,Mid - City Industrial,Homicide,0,8,2018
8878,Mid - City Industrial,Larceny,5,8,2018
8879,Mid - City Industrial,Rape,0,8,2018
8880,Mid - City Industrial,Robbery,0,8,2018
1137,MID - CITY INDUSTRIAL,Aggravated Assault,,9,2017
1138,MID - CITY INDUSTRIAL,Arson,,9,2017
1139,MID - CITY INDUSTRIAL,Auto Theft,,9,2017
1140,MID - CITY INDUSTRIAL,Burglary,2,9,2017
1141,MID - CITY INDUSTRIAL,Homicide,,9,2017
1142,MID - CITY INDUSTRIAL,Larceny,9,9,2017
1143,MID - CITY INDUSTRIAL,Rape,,9,2017
1144,MID - CITY INDUSTRIAL,Robbery,,9,2017
1841,MID - CITY INDUSTRIAL,Aggravated Assault,,10,2017
1842,MID - CITY INDUSTRIAL,Arson,,10,2017
1843,MID - CITY INDUSTRIAL,Auto Theft,2,10,2017
1844,MID - CITY INDUSTRIAL,Burglary,1,10,2017
1845,MID - CITY INDUSTRIAL,Homicide,,10,2017
1846,MID - CITY INDUSTRIAL,Larceny,4,10,2017
1847,MID - CITY INDUSTRIAL,Rape,,10,2017
1848,MID - CITY INDUSTRIAL,Robbery,,10,2017
7465,Mid - City Industrial,Aggravated Assault,0,6,2018
7466,Mid - City Industrial,Arson,0,6,2018
7467,Mid - City Industrial,Auto Theft,0,6,2018
7468,Mid - City Industrial,Burglary,1,6,2018
7469,Mid - City Industrial,Homicide,0,6,2018
7470,Mid - City Industrial,Larceny,8,6,2018
7471,Mid - City Industrial,Rape,0,6,2018
7472,Mid - City Industrial,Robbery,1,6,2018
6065,MID - CITY INDUSTRIAL,Aggravated Assault,2,4,2018
6066,MID - CITY INDUSTRIAL,Arson,,4,2018
6067,MID - CITY INDUSTRIAL,Auto Theft,,4,2018
6068,MID - CITY INDUSTRIAL,Burglary,2,4,2018
6069,MID - CITY INDUSTRIAL,Homicide,,4,2018
6070,MID - CITY INDUSTRIAL,Larceny,6,4,2018
6071,MID - CITY INDUSTRIAL,Rape,,4,2018
6072,MID - CITY INDUSTRIAL,Robbery,,4,2018
6769,MID - CITY INDUSTRIAL,Aggravated Assault,,5,2018
6770,MID - CITY INDUSTRIAL,Arson,,5,2018
6771,MID - CITY INDUSTRIAL,Auto Theft,1,5,2018
6772,MID - CITY INDUSTRIAL,Burglary,,5,2018
6773,MID - CITY INDUSTRIAL,Homicide,,5,2018
6774,MID - CITY INDUSTRIAL,Larceny,9,5,2018
6775,MID - CITY INDUSTRIAL,Rape,,5,2018
6776,MID - CITY INDUSTRIAL,Robbery,,5,2018
3249,MID - CITY INDUSTRIAL,Aggravated Assault,1,12,2017
3250,MID - CITY INDUSTRIAL,Arson,,12,2017
3251,MID - CITY INDUSTRIAL,Auto Theft,,12,2017
3252,MID - CITY INDUSTRIAL,Burglary,2,12,2017
3253,MID - CITY INDUSTRIAL,Homicide,,12,2017
3254,MID - CITY INDUSTRIAL,Larceny,7,12,2017
3255,MID - CITY INDUSTRIAL,Rape,,12,2017
3256,MID - CITY INDUSTRIAL,Robbery,,12,2017
3953,MID - CITY INDUSTRIAL,Aggravated Assault,,1,2018
3954,MID - CITY INDUSTRIAL,Arson,,1,2018
3955,MID - CITY INDUSTRIAL,Auto Theft,1,1,2018
3956,MID - CITY INDUSTRIAL,Burglary,,1,2018
3957,MID - CITY INDUSTRIAL,Homicide,,1,2018
3958,MID - CITY INDUSTRIAL,Larceny,4,1,2018
3959,MID - CITY INDUSTRIAL,Rape,1,1,2018
3960,MID - CITY INDUSTRIAL,Robbery,1,1,2018
4657,MID - CITY INDUSTRIAL,Aggravated Assault,,2,2018
4658,MID - CITY INDUSTRIAL,Arson,,2,2018
4659,MID - CITY INDUSTRIAL,Auto Theft,,2,2018
4660,MID - CITY INDUSTRIAL,Burglary,1,2,2018
4661,MID - CITY INDUSTRIAL,Homicide,,2,2018
4662,MID - CITY INDUSTRIAL,Larceny,1,2,2018
4663,MID - CITY INDUSTRIAL,Rape,,2,2018
4664,MID - CITY INDUSTRIAL,Robbery,,2,2018
441,MIDTOWN PHILLIPS,Aggravated Assault,5,8,2017
442,MIDTOWN PHILLIPS,Arson,0,8,2017
443,MIDTOWN PHILLIPS,Auto Theft,1,8,2017
444,MIDTOWN PHILLIPS,Burglary,6,8,2017
445,MIDTOWN PHILLIPS,Homicide,0,8,2017
446,MIDTOWN PHILLIPS,Larceny,17,8,2017
447,MIDTOWN PHILLIPS,Rape,1,8,2017
448,MIDTOWN PHILLIPS,Robbery,5,8,2017
5369,MIDTOWN PHILLIPS,Aggravated Assault,2,3,2018
5370,MIDTOWN PHILLIPS,Arson,,3,2018
5371,MIDTOWN PHILLIPS,Auto Theft,6,3,2018
5372,MIDTOWN PHILLIPS,Burglary,2,3,2018
5373,MIDTOWN PHILLIPS,Homicide,,3,2018
5374,MIDTOWN PHILLIPS,Larceny,10,3,2018
5375,MIDTOWN PHILLIPS,Rape,2,3,2018
5376,MIDTOWN PHILLIPS,Robbery,4,3,2018
2553,MIDTOWN PHILLIPS,Aggravated Assault,8,11,2017
2554,MIDTOWN PHILLIPS,Arson,,11,2017
2555,MIDTOWN PHILLIPS,Auto Theft,3,11,2017
2556,MIDTOWN PHILLIPS,Burglary,4,11,2017
2557,MIDTOWN PHILLIPS,Homicide,,11,2017
2558,MIDTOWN PHILLIPS,Larceny,16,11,2017
2559,MIDTOWN PHILLIPS,Rape,1,11,2017
2560,MIDTOWN PHILLIPS,Robbery,5,11,2017
8177,Midtown Phillips,Aggravated Assault,4,7,2018
8178,Midtown Phillips,Arson,1,7,2018
8179,Midtown Phillips,Auto Theft,4,7,2018
8180,Midtown Phillips,Burglary,3,7,2018
8181,Midtown Phillips,Homicide,0,7,2018
8182,Midtown Phillips,Larceny,17,7,2018
8183,Midtown Phillips,Rape,1,7,2018
8184,Midtown Phillips,Robbery,2,7,2018
8881,Midtown Phillips,Aggravated Assault,1,8,2018
8882,Midtown Phillips,Arson,0,8,2018
8883,Midtown Phillips,Auto Theft,2,8,2018
8884,Midtown Phillips,Burglary,2,8,2018
8885,Midtown Phillips,Homicide,0,8,2018
8886,Midtown Phillips,Larceny,12,8,2018
8887,Midtown Phillips,Rape,0,8,2018
8888,Midtown Phillips,Robbery,1,8,2018
1145,MIDTOWN PHILLIPS,Aggravated Assault,3,9,2017
1146,MIDTOWN PHILLIPS,Arson,,9,2017
1147,MIDTOWN PHILLIPS,Auto Theft,5,9,2017
1148,MIDTOWN PHILLIPS,Burglary,3,9,2017
1149,MIDTOWN PHILLIPS,Homicide,,9,2017
1150,MIDTOWN PHILLIPS,Larceny,5,9,2017
1151,MIDTOWN PHILLIPS,Rape,1,9,2017
1152,MIDTOWN PHILLIPS,Robbery,3,9,2017
1849,MIDTOWN PHILLIPS,Aggravated Assault,11,10,2017
1850,MIDTOWN PHILLIPS,Arson,,10,2017
1851,MIDTOWN PHILLIPS,Auto Theft,6,10,2017
1852,MIDTOWN PHILLIPS,Burglary,4,10,2017
1853,MIDTOWN PHILLIPS,Homicide,,10,2017
1854,MIDTOWN PHILLIPS,Larceny,13,10,2017
1855,MIDTOWN PHILLIPS,Rape,1,10,2017
1856,MIDTOWN PHILLIPS,Robbery,2,10,2017
7473,Midtown Phillips,Aggravated Assault,2,6,2018
7474,Midtown Phillips,Arson,0,6,2018
7475,Midtown Phillips,Auto Theft,0,6,2018
7476,Midtown Phillips,Burglary,3,6,2018
7477,Midtown Phillips,Homicide,0,6,2018
7478,Midtown Phillips,Larceny,13,6,2018
7479,Midtown Phillips,Rape,0,6,2018
7480,Midtown Phillips,Robbery,3,6,2018
6073,MIDTOWN PHILLIPS,Aggravated Assault,3,4,2018
6074,MIDTOWN PHILLIPS,Arson,,4,2018
6075,MIDTOWN PHILLIPS,Auto Theft,4,4,2018
6076,MIDTOWN PHILLIPS,Burglary,1,4,2018
6077,MIDTOWN PHILLIPS,Homicide,,4,2018
6078,MIDTOWN PHILLIPS,Larceny,9,4,2018
6079,MIDTOWN PHILLIPS,Rape,3,4,2018
6080,MIDTOWN PHILLIPS,Robbery,2,4,2018
6777,MIDTOWN PHILLIPS,Aggravated Assault,3,5,2018
6778,MIDTOWN PHILLIPS,Arson,,5,2018
6779,MIDTOWN PHILLIPS,Auto Theft,1,5,2018
6780,MIDTOWN PHILLIPS,Burglary,5,5,2018
6781,MIDTOWN PHILLIPS,Homicide,,5,2018
6782,MIDTOWN PHILLIPS,Larceny,12,5,2018
6783,MIDTOWN PHILLIPS,Rape,2,5,2018
6784,MIDTOWN PHILLIPS,Robbery,2,5,2018
3257,MIDTOWN PHILLIPS,Aggravated Assault,,12,2017
3258,MIDTOWN PHILLIPS,Arson,,12,2017
3259,MIDTOWN PHILLIPS,Auto Theft,9,12,2017
3260,MIDTOWN PHILLIPS,Burglary,2,12,2017
3261,MIDTOWN PHILLIPS,Homicide,,12,2017
3262,MIDTOWN PHILLIPS,Larceny,8,12,2017
3263,MIDTOWN PHILLIPS,Rape,1,12,2017
3264,MIDTOWN PHILLIPS,Robbery,3,12,2017
3961,MIDTOWN PHILLIPS,Aggravated Assault,3,1,2018
3962,MIDTOWN PHILLIPS,Arson,,1,2018
3963,MIDTOWN PHILLIPS,Auto Theft,7,1,2018
3964,MIDTOWN PHILLIPS,Burglary,3,1,2018
3965,MIDTOWN PHILLIPS,Homicide,,1,2018
3966,MIDTOWN PHILLIPS,Larceny,9,1,2018
3967,MIDTOWN PHILLIPS,Rape,3,1,2018
3968,MIDTOWN PHILLIPS,Robbery,3,1,2018
4665,MIDTOWN PHILLIPS,Aggravated Assault,,2,2018
4666,MIDTOWN PHILLIPS,Arson,,2,2018
4667,MIDTOWN PHILLIPS,Auto Theft,7,2,2018
4668,MIDTOWN PHILLIPS,Burglary,2,2,2018
4669,MIDTOWN PHILLIPS,Homicide,,2,2018
4670,MIDTOWN PHILLIPS,Larceny,10,2,2018
4671,MIDTOWN PHILLIPS,Rape,,2,2018
4672,MIDTOWN PHILLIPS,Robbery,1,2,2018
449,MINNEHAHA,Aggravated Assault,1,8,2017
450,MINNEHAHA,Arson,0,8,2017
451,MINNEHAHA,Auto Theft,0,8,2017
452,MINNEHAHA,Burglary,1,8,2017
453,MINNEHAHA,Homicide,0,8,2017
454,MINNEHAHA,Larceny,8,8,2017
455,MINNEHAHA,Rape,0,8,2017
456,MINNEHAHA,Robbery,1,8,2017
5377,MINNEHAHA,Aggravated Assault,1,3,2018
5378,MINNEHAHA,Arson,,3,2018
5379,MINNEHAHA,Auto Theft,,3,2018
5380,MINNEHAHA,Burglary,,3,2018
5381,MINNEHAHA,Homicide,,3,2018
5382,MINNEHAHA,Larceny,5,3,2018
5383,MINNEHAHA,Rape,1,3,2018
5384,MINNEHAHA,Robbery,1,3,2018
2561,MINNEHAHA,Aggravated Assault,,11,2017
2562,MINNEHAHA,Arson,,11,2017
2563,MINNEHAHA,Auto Theft,1,11,2017
2564,MINNEHAHA,Burglary,2,11,2017
2565,MINNEHAHA,Homicide,,11,2017
2566,MINNEHAHA,Larceny,4,11,2017
2567,MINNEHAHA,Rape,,11,2017
2568,MINNEHAHA,Robbery,,11,2017
8185,Minnehaha,Aggravated Assault,0,7,2018
8186,Minnehaha,Arson,0,7,2018
8187,Minnehaha,Auto Theft,0,7,2018
8188,Minnehaha,Burglary,3,7,2018
8189,Minnehaha,Homicide,0,7,2018
8190,Minnehaha,Larceny,5,7,2018
8191,Minnehaha,Rape,0,7,2018
8192,Minnehaha,Robbery,0,7,2018
8889,Minnehaha,Aggravated Assault,0,8,2018
8890,Minnehaha,Arson,0,8,2018
8891,Minnehaha,Auto Theft,2,8,2018
8892,Minnehaha,Burglary,2,8,2018
8893,Minnehaha,Homicide,0,8,2018
8894,Minnehaha,Larceny,6,8,2018
8895,Minnehaha,Rape,0,8,2018
8896,Minnehaha,Robbery,0,8,2018
1153,MINNEHAHA,Aggravated Assault,1,9,2017
1154,MINNEHAHA,Arson,,9,2017
1155,MINNEHAHA,Auto Theft,,9,2017
1156,MINNEHAHA,Burglary,6,9,2017
1157,MINNEHAHA,Homicide,,9,2017
1158,MINNEHAHA,Larceny,8,9,2017
1159,MINNEHAHA,Rape,,9,2017
1160,MINNEHAHA,Robbery,,9,2017
1857,MINNEHAHA,Aggravated Assault,,10,2017
1858,MINNEHAHA,Arson,,10,2017
1859,MINNEHAHA,Auto Theft,,10,2017
1860,MINNEHAHA,Burglary,7,10,2017
1861,MINNEHAHA,Homicide,,10,2017
1862,MINNEHAHA,Larceny,4,10,2017
1863,MINNEHAHA,Rape,,10,2017
1864,MINNEHAHA,Robbery,1,10,2017
7481,Minnehaha,Aggravated Assault,0,6,2018
7482,Minnehaha,Arson,0,6,2018
7483,Minnehaha,Auto Theft,0,6,2018
7484,Minnehaha,Burglary,1,6,2018
7485,Minnehaha,Homicide,0,6,2018
7486,Minnehaha,Larceny,5,6,2018
7487,Minnehaha,Rape,1,6,2018
7488,Minnehaha,Robbery,0,6,2018
6081,MINNEHAHA,Aggravated Assault,,4,2018
6082,MINNEHAHA,Arson,,4,2018
6083,MINNEHAHA,Auto Theft,2,4,2018
6084,MINNEHAHA,Burglary,,4,2018
6085,MINNEHAHA,Homicide,,4,2018
6086,MINNEHAHA,Larceny,3,4,2018
6087,MINNEHAHA,Rape,,4,2018
6088,MINNEHAHA,Robbery,1,4,2018
6785,MINNEHAHA,Aggravated Assault,,5,2018
6786,MINNEHAHA,Arson,1,5,2018
6787,MINNEHAHA,Auto Theft,,5,2018
6788,MINNEHAHA,Burglary,5,5,2018
6789,MINNEHAHA,Homicide,,5,2018
6790,MINNEHAHA,Larceny,5,5,2018
6791,MINNEHAHA,Rape,,5,2018
6792,MINNEHAHA,Robbery,1,5,2018
3265,MINNEHAHA,Aggravated Assault,,12,2017
3266,MINNEHAHA,Arson,,12,2017
3267,MINNEHAHA,Auto Theft,,12,2017
3268,MINNEHAHA,Burglary,1,12,2017
3269,MINNEHAHA,Homicide,,12,2017
3270,MINNEHAHA,Larceny,1,12,2017
3271,MINNEHAHA,Rape,,12,2017
3272,MINNEHAHA,Robbery,1,12,2017
3969,MINNEHAHA,Aggravated Assault,,1,2018
3970,MINNEHAHA,Arson,,1,2018
3971,MINNEHAHA,Auto Theft,,1,2018
3972,MINNEHAHA,Burglary,1,1,2018
3973,MINNEHAHA,Homicide,,1,2018
3974,MINNEHAHA,Larceny,4,1,2018
3975,MINNEHAHA,Rape,,1,2018
3976,MINNEHAHA,Robbery,2,1,2018
4673,MINNEHAHA,Aggravated Assault,0,2,2018
4674,MINNEHAHA,Arson,,2,2018
4675,MINNEHAHA,Auto Theft,2,2,2018
4676,MINNEHAHA,Burglary,3,2,2018
4677,MINNEHAHA,Homicide,,2,2018
4678,MINNEHAHA,Larceny,5,2,2018
4679,MINNEHAHA,Rape,,2,2018
4680,MINNEHAHA,Robbery,,2,2018
457,MORRIS PARK,Aggravated Assault,0,8,2017
458,MORRIS PARK,Arson,0,8,2017
459,MORRIS PARK,Auto Theft,0,8,2017
460,MORRIS PARK,Burglary,1,8,2017
461,MORRIS PARK,Homicide,0,8,2017
462,MORRIS PARK,Larceny,2,8,2017
463,MORRIS PARK,Rape,0,8,2017
464,MORRIS PARK,Robbery,0,8,2017
5385,MORRIS PARK,Aggravated Assault,,3,2018
5386,MORRIS PARK,Arson,,3,2018
5387,MORRIS PARK,Auto Theft,2,3,2018
5388,MORRIS PARK,Burglary,2,3,2018
5389,MORRIS PARK,Homicide,,3,2018
5390,MORRIS PARK,Larceny,,3,2018
5391,MORRIS PARK,Rape,,3,2018
5392,MORRIS PARK,Robbery,,3,2018
2569,MORRIS PARK,Aggravated Assault,,11,2017
2570,MORRIS PARK,Arson,,11,2017
2571,MORRIS PARK,Auto Theft,,11,2017
2572,MORRIS PARK,Burglary,3,11,2017
2573,MORRIS PARK,Homicide,,11,2017
2574,MORRIS PARK,Larceny,4,11,2017
2575,MORRIS PARK,Rape,1,11,2017
2576,MORRIS PARK,Robbery,1,11,2017
8193,Morris Park,Aggravated Assault,0,7,2018
8194,Morris Park,Arson,0,7,2018
8195,Morris Park,Auto Theft,1,7,2018
8196,Morris Park,Burglary,2,7,2018
8197,Morris Park,Homicide,0,7,2018
8198,Morris Park,Larceny,4,7,2018
8199,Morris Park,Rape,0,7,2018
8200,Morris Park,Robbery,0,7,2018
8897,Morris Park,Aggravated Assault,0,8,2018
8898,Morris Park,Arson,0,8,2018
8899,Morris Park,Auto Theft,0,8,2018
8900,Morris Park,Burglary,0,8,2018
8901,Morris Park,Homicide,0,8,2018
8902,Morris Park,Larceny,1,8,2018
